Title: 磁場スイープ８パタパタ
Date: 2024-07-14
VG	REAL(CURRENT)
 0.4195 	6.90939277410507E-02 
 0.419 	6.97665363550186E-02 
 0.4185 	7.57890045642853E-02 
 0.418 	8.65537822246552E-02 
 0.4175 	9.85135361552238E-02 
 0.417 	0.112457193434238 
 0.4165 	0.126578494906425 
 0.416 	0.146902829408646 
 0.4155 	0.16743740439415 
 0.415 	0.173561871051788 
 0.4145 	0.164503395557404 
 0.414 	0.158352375030518 
 0.4135 	0.133367955684662 
 0.413 	0.115120120346546 
 0.4125 	9.83079969882965E-02 
 0.412 	7.26087614893913E-02 
 0.4115 	4.51006777584553E-02 
 0.411 	3.42003516852856E-02 
 0.4105 	0.016362925991416 
 0.41 	6.77119055762887E-03 
 0.4095 	-3.13635566271842E-03 
 0.409 	3.06663475930691E-03 
 0.4085 	-1.66634935885668E-03 
 0.3985 	2.70685576833785E-03 
 0.3885 	1.40105094760656E-03 
 0.3785 	2.80783660855377E-05 
 0.3685 	7.81481433659792E-03 
 0.3585 	-2.86772917024791E-03 
 0.3485 	-3.15944198518991E-03 
