Title: T1Œv‘ª VER.3.00
Date: 2024-06-28
PUL.TJ	REAL(CURRENT)
 0 	0.393089354038239 
 0 	0.351149916648865 
 0.001 	0.103304497897625 
 1.201 	0.126706376671791 
 3.001 	0.148797869682312 
 5.401 	0.183359652757645 
 8.401 	0.221254616975784 
 12.001 	0.257421642541885 
 16.201 	0.27700138092041 
 21.001 	0.319459825754166 
 26.401 	0.332077592611313 
 32.401 	0.353280574083328 
