Title: T1Œv‘ª VER.3.00
Date: 2024-07-09
PUL.TJ	REAL(CURRENT)
 0 	8.18446576595306E-02 
 0 	6.94488063454628E-02 
 0.001 	1.27370171248913E-02 
 1.001 	2.71997209638357E-02 
 2.501 	2.88755130022764E-02 
 4.501 	0.039632823318243 
 7.001 	5.38897216320038E-02 
 10.001 	5.14275617897511E-02 
 13.501 	6.08106441795826E-02 
 17.501 	6.15487210452557E-02 
 22.001 	6.74934983253479E-02 
 27.001 	7.81043693423271E-02 
