Title: T1Œv‘ª VER.3.00
Date: 2024-06-26
PUL.TJ	REAL(CURRENT)
 0 	0.271790087223053 
 0 	0.267403095960617 
 0.001 	7.53557831048965E-02 
 0.181 	8.47189277410507E-02 
 0.451 	0.10176806896925 
 0.811 	0.118196234107018 
 1.261 	0.142981320619583 
 1.801 	0.147643744945526 
 2.431 	0.173257082700729 
 3.151 	0.186008110642433 
 3.961 	0.205006122589111 
 4.861 	0.215788379311562 
 5.851 	0.228430166840553 
 6.931 	0.239442080259323 
 8.101 	0.242197617888451 
