Title: T1計測4パタパタ VER.3.00
Date: 2024-07-02
PUL.TJ	REAL(CURRENT)
 0 	0.253926694393158 
 0 	0.231063008308411 
 0.001 	7.65118449926376E-02 
 0.801 	9.10384133458138E-02 
 2.001 	0.128196835517883 
 3.601 	0.145098447799683 
 5.601 	0.172609329223633 
 8.001 	0.205950513482094 
 10.801 	0.21278889477253 
 14.001 	0.210683301091194 
 17.601 	0.209192916750908 
 21.601 	0.235579326748848 
 26.001 	0.230197072029114 
 30.801 	0.254388570785522 
 36.001 	0.238982036709785 
