Title: T1Œv‘ª VER.3.00
Date: 2024-07-10
PUL.TJ	REAL(CURRENT)
 0 	0.132486924529076 
 0 	0.150242209434509 
 0.3 	4.00502756237984E-02 
 1.5 	5.37210889160633E-02 
 3.3 	0.103652589023113 
 5.7 	0.093168817460537 
 8.7 	0.105265974998474 
 12.3 	0.118601106107235 
 16.5 	0.126666724681854 
 21.3 	0.128785818815231 
 26.7 	0.139118924736977 
 32.7 	0.127662286162376 
