Title: T1Œv‘ª VER.3.00
Date: 2024-07-10
PUL.TJ	REAL(CURRENT)
 0 	0.132388740777969 
 0 	0.151989445090294 
 0.3 	4.19872216880322E-02 
 1.5 	5.27772456407547E-02 
 3.3 	0.105388045310974 
 5.7 	9.57416817545891E-02 
 8.7 	0.104377791285515 
 12.3 	0.117658980190754 
 16.5 	0.122814923524857 
 21.3 	0.128488183021545 
 26.7 	0.138155415654182 
 32.7 	0.129357814788818 
