Title: T1Œv‘ª VER.3.00
Date: 2024-06-29
PUL.TJ	REAL(CURRENT)
 0 	0.421771228313446 
 0 	0.425279408693314 
 0.001 	0.1339041441679 
 1.401 	0.161450281739235 
 3.501 	0.199001431465149 
 6.301 	0.238778918981552 
 9.801 	0.270032793283463 
 14.001 	0.304005831480026 
 18.901 	0.325813770294189 
 24.501 	0.350468784570694 
 30.801 	0.374990195035934 
 37.801 	0.381168872117996 
 45.501 	0.398973882198334 
 53.901 	0.401046097278595 
 63.001 	0.406376391649246 
