Title: T1Œv‘ª VER.3.00
Date: 2024-07-11
PUL.TJ	REAL(CURRENT)
 0 	6.51410818099976E-02 
 0 	0.066527746617794 
 0.001 	1.39754200354218E-02 
 1.201 	2.74139679968357E-02 
 3.001 	3.73702421784401E-02 
 5.401 	5.58748580515385E-02 
 8.401 	5.17929829657078E-02 
 12.001 	0.061383206397295 
 16.201 	6.06608986854553E-02 
 21.001 	0.064225822687149 
 26.401 	6.17947280406952E-02 
 32.401 	6.82910308241844E-02 
